sarcasm,Text
0,"Look, for a bargain-basement product, what do you expect?  First, you expect it to work, and I can confirm it definitely does work.  When plugged in to USB, it signals XP correctly.  The driver software is very tolerant.  You can install it at any time and there is never a resource conflict or problems with the system recognizing the device.  So installation is a 5 minute process.  Next comes the capture and initial encoding.  Well, the software is a bit lame as far as features and GUI.  Typical.  But it absolutely saves in MPEG2 / DVD format just as you'd need it to for making DVDs of all your Dish Network or PS2 or VHS content.    The frame rate is full on 30 fps.  It takes an SVIDEO or standard RCA video signal.  Both are just fine in quality.  The resolutions are not that great... but its passable for DVD when you crank it up.  Don't think you can encode some Blu-Ray quality MPEG with this though.  As far as the overall durability of the product, I've literally left mine plugged into the wall and running for about 1 year straight.  It gets hot, but its never so much as flickered or needed reset.    Bottom line?  This thing is like a kids toy- its cheesy but tough as nails.  Get it for your first analog signal MPEG encoder.  Its a good value."
0,The cheapest option I found at the time but an excelent pen drive. Small and with a good style
0,"I purchased the 2GB Elite Pro SD card but found out that my older SimpleTech FlashLink card reader is not able to recognize the card under WinXP SP2 with and without the most recent SimpleTech drivers. I don't have another card reader for my computer, but the pictures recorded on it by my digital camera can be viewed on my PDA so I assume that it's the card reader. Shortly afterwards, I also discovered that Kingston makes a combo kit that includes their USB 2.0 SD/MMC reader for a bit less in price than the card alone.  I also noticed the ATP line of 60x and 150x SD cards. I have no experience with their products, but their SD cards are potted versus placed in a plastic shell. They tout their cards as being more rugged and waterproof. I'm very careful and have not had any flash cards fail on me, but with the rising capacities and smaller form factors, I will consider the ATP cards in the future."
0,I thought when I up graded to the plasma things couldn't get any better I was wrong the wireless is the cherry on top I love this thin
0,This is a good compact flash card.  This is faster than most cameras can handle so there was no real reason to go with faster cards that are much more expensive.
0,"GREAT ITEM, POWERED OFF LAPTOP ITS FANS WORK QUIETLY TO KEEP LAPTOP COOL. SO YOU CAN ACTUALLY US YOUR LAP, WITHOUT FEAR OF OVERHEATING YOUR COMPUTER. AN INEXPENSIVE SOLUTION TO PREVENTING COSTLY REPAIRS. WISH I'D PURCHASED EARLIER AS I ALREADY FRIED MY CD/DVD DRIVE AND HAD TO REPLACE THEM. GOOD PRODUCT TARGUS"
0,"I purchased the 2GB Elite Pro SD card but found out that my older SimpleTech FlashLink card reader is not able to recognize the card under WinXP SP2 with and without the most recent SimpleTech drivers. I don't have another card reader for my computer, but the pictures recorded on it by my digital camera can be viewed on my PDA so I assume that it's the card reader. Shortly afterwards, I also discovered that Kingston makes a combo kit that includes their USB 2.0 SD/MMC reader for a bit less in price than the card alone.  I also noticed the ATP line of 60x and 150x SD cards. I have no experience with their products, but their SD cards are potted versus placed in a plastic shell. They tout their cards as being more rugged and waterproof. I'm very careful and have not had any flash cards fail on me, but with the rising capacities and smaller form factors, I will consider the ATP cards in the future."
0,"Works like a charm, the Wi-Fi sniffer in the software is definitely a big plus ! You can get details of the connection i.e. connection strength, AP name and etc. Worth every penny"
0,I purchased this product 2 years back and it is still working without any problem. I use the batteries mostly for my digital camera and have no complaints so far. Highly recommend this product
0,"The initial flash card that came with my camera was far too short to save pictures.  When I went surfing for another flash card with some depth, Amazon really came through for me and the price was excellent."
0,"My DVD player was ready to be thrown out, until I saw this product on amazon.  My DVD player wouldn't even load a DVD.  It kept saying ""please check disc"". After loading this disc, my DVD player has worked perfectly ever since.  Don't spent $30 on one of these ""clean up discs"". This one does the job"
0,This memory card reader worked like a charm for me.  We've used both SD and Sony memory sticks in it with absolutely no problems
0,This card has all of the memory space required for my personal use. I would recommemd it to others
0,"Overall this is a very good remote.  It replaced 5 of my remotes, which is all except my Bose, which is RF controlled.  It even replaced my Windows Media Center Edition remote and works with my PS2 with no problems. My negatives for this device are that the layout is a little less comfortable and intuitive than some of my other remotes and the default functions aren't necessarily the most used functions therefore requiring additional time to set-up.  These negative however are more than acceptable when you remember that it works with so many devices.  I am definitely happy with this remote and would undoubtably purchase again"
0,easiest remote to program. has tremendous ability to tweek. will keep recommending to all my customers
0,"After doing a fair amount of Internet research about MP3 players and their features I was under the impression that I would go with an iPod.  Having been in the computer industry for almost 15 years I have never been fond of the Mac and have always been a little biased towards PC's.  This added to my reticence to own a Mac product and the growing complaints about service on the iPod being a 'bit' over priced I forged on.  I started reading through all of the reviews I could find on the Internet and as always, found a wealth of them here on Amazon.  To my dismay all the reviews I could find on product names I knew absolutely trashed the products they were reviewing which scared me immensely.  Thats is, until I got to the iAudio line.  The reviews were almost all positive and the complaints that were present were things I could easily overlook.  I love the control, I am big guy with big hands and I have rarely, if ever, pushed the control and not had the result I was intending.  I have had my iAudio X5 for over a month and I have nothing bad to say in the least.  I am an avid Linux user and it works flawlessly with Linux, the sound quality is phenomenal, except the ear buds that came with mine have a lot of static in them so get rid of those.  The FM tuner is great (you wont get that on an iPod).  I travel a lot and I pipe my X5 through my car stereo using a cassette tape converter plugged into the stereo out port.  What else can I say, this is a great product with great features and it looks good too!  I also bought a case from zCover which fits the purpose but I think that as time goes on some better more versatile cases will come to market.  A Satisfied Custome"
0,"I bought this keyboard originally for the LCD screen and the wide range of possibilities that exist with programming it for various games I play.  I was suprised to learn that this is more than a pretty keyboard with an LCD hanging off of it.  It's the best-feeling keyboard I've ever owned.  The keys take just the right amount of pressure to operate, and the switch to disable the windows key is a welcome feature.  The backlighting is bright, day or night, and the programmable G-keys make executing complicated key combinations in games or business applications a thing of the past.  Highly recommended"
0,"This is a great piece of hardware, the wireless rear speakers was a big selling point for me. But in my apartment I would like to have more control over the subwoofer speaker, it's volume slider is hidden in a settings menu there is no separate knob for it on the speaker itself. The bass sound from subwooferis overbearing at default. The other thing is that I would like to be able to have better control over the sound itself with an equalizer. That's not going to happen with this system, you can't change that easily. And yes the 5 disk changer is slow. The maximum volume setting doesn't seem that loud to me, but then I have the decibal settings at default. All the sound quality you expect from a theater system is here, it has all the flavors. Hooking it up to an xbox directly didnt work the way I'd like it too, but I only tried RCA and not the digital. I have a sony 32"" Wega and I had the xbox patch to it and then routed to the DAV-FX100 reciever. That works like a charm, even with 5.1 sound from XBOX. One huge complaint I have is the shielding for the mid and left and right front speakers are not the best. I see a bit of haze from the magnetic fields from both the front 3 speakers, even had to elevate my center channel for fear that would permanently damage the tube on my TV. There is mention of this problem in the manual but that should be on the front page not the middle of the manual! Beware! Four Stars"
0,I used Lexar Media Multi Card REader in my P2120 Fujitsu laptop via a USB 2 PC-Card adapter.  It's truly plug-and-play without any need of drivers in Windows XP
0,"I like to purchase service or replacement contracts on all my electronics needs, just set back and relax....YOUR COVERED."
0,"If you are looking for an inexpensive iPod, then I would recommend this."
0,"You will appreciate this product only if you don't have enough USB ports. In my case, I had plenty of ports, but needed an extension cable, which would help me in plugging the flash drives, whithout bending down and plunging into the cave of wires(I keep my CPU, under the table).The only complaint I have is the the wire lenght is not long enough. Overall good value for price"
0,"First, I would buy it again if I needed to.  This 15"" takes up less space on the kitchen counter, i.e., speakers are on the bottom. Second, picture and sound are excellent, i.e, clear. I would not buy this item if I wanted a true VESA mount to monitor configuration.  The stand, not the monitor, has the screw holes for the VESA wall mount.  Not enough or clear info in the description. However, it is just as easy to turn on the counter as on the wall.  If you need counter space then buy something else."
0,"I bought the intuos 6x11 pen tablet couple weeks ago and I use it almost every day so far so good, I don't expect to have any problems with it. I used to have a small wacom graphire and I used for years then unfortunately the pen broke so now I own a new one  the only advice I can give to you is to keep it clean, wipe it out every now and then with a wet cloth   jo"
0,I love my 2 GB SD memory card. I use it all the time and have had no problems with it
0,"Alot Better Then Wrapping The Neck Strap Around Your Arm Or Hand... It Really Depends On What Kind Of Photography You Do. I Shoot At Night Clubs And Weight Can Add Up. I Have A Canon Rebel XT, Hand Grip With 2 Batties, Canon 550EX Flash, And 50mm F/1.4 Or 17-40mm F/2.8 It Feels Alot Better Using The Hand Strap..."
0,"I have burned over 100 of these in the past 6 months, I have only had 1 burn badly.  Haven't found a dvd player yet that they won't play in"
0,I recently purchased this item and I am very happy with its performance and quality. I use it daily in the gym it delivers excellent sound and you dont even realize you have it on due to its light weight
0,"These boxes are half the size of regular cases, just right--not too bulky like the regular ones"
0,I recently purchased this item for my wife who has a small office.  the reception on this unit is great.  Bieng in a steel building she is able to get all the local radio stations. The sound quality on it is perfect for a small room considering the price range it is in.  If you are looking for a booming sound this is not for you but it will provide a solid quality sound.
0,"This is an awesome tablet! It has great pressure sensitivity and the pen allows for fantastic freehand drawing in programs like illustrator, photoshop and painter. The pen is a more natural feeling tool to use in these applications than a mouse. The size of the tablet allows you to get into greater detail without having to zoom in all the time."
0,"This device is great for carriying around with your camera, you can review and share the pictures with any PC with USB available, data can also be recorded and easily recovered."
0,"I bought a 1GB with my new camera because I was giving my other camera and it's 256 memory card to my sister.  The smaller card would fill quickly and I'd have to develope the pictures or deleat them.  I paid about $9.00 more for my card in Sept., and thought that was a deal.  Now, you can get this card for $20.00.  That's a steal for a 1 GB.  also, I like the little case provided to keep the card safe when I take it to the store to develope the pictures.  Love it"
0,These batteries have been awesome.  My digital camera uses 4 of them at a time and they last for 100's of photographs.  Flash recharge is very quick.  Highly recommended
0,"I've been using these earbuds for several months now, and they're far better than the ones that come with the iPod. They're more comfortable, and there's so much more bass, although as everyone else pointed out you have to push them way into your ears to get the bass.  My pair has gone through the washing machine twice and the dryer once, and they still sound just as good as the day I got them! (I did have to glue one of the earpieces back together, though.) I thought I'd certainly destroy them by getting them wet, but these things are industrial strength"
0,"I am a mild audophile, and I love these headphones. They have great base response, treble, and isolation. If you listen to music on the bus on train while listening for your stop, don't get get these! You won't be able to hear a thing outside of the music"
0,"You may as well pitch the instructions because they're worthless (and the only reason I'm not giving a 5-star rating for the ADS Tech Video Xpress).  I was about ready to pitch the product as well, after losing two evenings trying to figure out how to get it to work.  Ultimately, I gave up on relying solely on the program it came with, and I instead opted to try it on my Windows Movie Maker.  Yahoo!  Perseverance paid off!  Once I switched to Movie Maker, this tool worked great!    To date, I've converted about a dozen videos of content to computer files that I was able to burn to DVDs.  I just leave my Xpress hooked up to the back of my television so I don't have to try to remember later how to hook it up again.  Doing that, I can connect my laptop to the Xpress and start the video converting process within 3-4 minutes.  My Movie Maker program takes over the entire process.    The ADS Tech Video Xpress has been especially useful for me because I teach a college telecourse and often show edited video clips to my students.  Before purchasing Xpress, I had crudely edited videos that I was reluctant to use; my videos had lots of amateur stop/start points.  Using Movie Maker with Xpress, I was able to download these videos to my laptop, then easily edit them so transitions between stop and start points became smooth and seamless.    Pretty cool.  I'm glad I took a chance on this product!  Below are hook-up and program instructions I've written to myself for easy reference later.  Hopefully they'll be of more help to you than the instructions that come with this product:  First, hook up the Video Xpress equipment as follows: 1.  S-cable (buy one, since it doesn't come with the VideoXpress) goes from the back of your television to the VideoXpress.   2.  Use red/white/yellow cords running into the back of the VCR/DVD that is hooked up to your televion as follows: - all three plug into the ""video out"" column - all three plug into the VideoXpress tool at the other end.   3.  The USB plug for the VideoXpress tool plugs into the back of the computer.  Next, open the Instant Video Xpress program and verify the settings are as follows: - ""NTSC M"" for the video standard setting - ""640 x 480"" and ""60 FPS (VGA)"" for video format - ""DVD, VCR, TV"" for video source - ""Video composite"" for video input  Under the program advanced settings: - Low motion (TV, VCD, DVD) - CPU support: ""SSE3"" - Stereo system: ""MTS"" - Video decoder: ""video standard: NTSC_M""  Under properties within the program advanced settings: - Stream format:  Video format: ""NTSC_M"" - Frame rate: ""59.940"" - Color space/compression: ""YUY2"" - Outputs size: ""640x480""  Finally, CLOSE the Instant Video Xpress program.  (Windows Movie Maker can't access the video until this program is closed.  And yes, it's silly to have to open it, make those setting changes, then close it, but Video Xpress won't work correctly unless you follow those setting steps.)  In case you need this information for Windows Movie Maker, the steps (in order) are as follows: Under ""File,"" click on ""capture video.""  Use the following settings: - audio device set at: ""USB2.0 Analog Audio Device"" - Video input source set at: ""Composite"" Under Configure Video Capture Device: - Video format: Video standard: ""NTSC_M"" 		   Frame rate: ""29.970"" 		   Color space/compression: ""YUY2"" 		   Output size: ""640x480""  Under Camera settings: - Deinterlace method: ""Low motion (TV, VCD, DVD)"" - CPU support: ""SSE3"" - Stereosystem: ""MTS""  Under Video decoder: Video standard: ""MTSC_M"" Signal detected: ""1"" Lines detected: ""525"" Then...  Give the file a name and indicate where to save it  Set it for ""best quality"" for playback.  Then ""Start Capture.""  If the Video Xpress is hooked up and running correctly, you should see on your computer monitor the video image of whatever is showing on television, but you will NOT hear the sound.  When you finish capturing and play it back, THEN you'll hear the sound.  I know, I know -- clear as mud.  But hey, it's better than the Xpress instructions!  :-"
0,Its really works fine for my items as well as my son's toys. We both  are happy with this
0,"I have been using Memorex dvd-r blank media for more than a year and have gotten fine recordings with my new dvd player/recorder.  Not all of my recordings were successful, no product I know is 100% perfect, but the majority have been successful with Memorex dvd blank media. This 50-pack spindle was purchased from Amazon because I know I can rely on them to give you the best in quality and value plus free shipping.   Moreover, I have never really been disappointed with anything purchased from Amazon.    After trying many dvd-r blank media, I found Memorex dvd-r spindles to be affordable and reliable for a better than average performance."
0,"Not quite as powerful as I was hoping for, but the sound is alright and in a small room it'll do fine.  Careful, there is no plug-in at the back, so you can only connect MP3 or auxiliary stuff through the little front jack.  Otherwise it's easy to use and pretty cool-looking... ideal for quiet listening, lame if you host a big party and need loud stuff"
0,"The pro and cons described by other reviews are valid. I was specifically looking for a boombox that has cassette, mp3, cd and radio capability. So didn't have much of an option but to get this one. I am impressed with the sound quality but agree that there could have been improvements related to interface and some of the functionality. Overall I think its a good buy."
0,"I LOVE this arm band. I have had it for about 6 months now. You dont have to take your iPOD out of the arm band to charge it or to hook it up to your computer. I also only use my iPOD for the gym, so its nice that this arm band provides great protection (better than iPOD's armbands because it fits snugly and wont scratch it when you put it on) as well as not coming off while working out."
0,"I bought the 128MB card 8-9 mnths ago. At first didnt notice it but the usable memory kept getting smaller! Finally it gave a 'Error Reading Card'  message and stopped working. Customer service at Viking was very very helpful and prompt. They replaced the card is 7 days. They also tried to retrieve some of the images that I had considered 'lost' in the card and sent me a CD with the images on it! I was impressed with the excellent support, but not too impressed that the card died so early in its life. Would I buy it again? Yes but likely go for keeping a backup card on hand at all times as well"
0,"I'm very happy with this desktop system.  Great sound, great reception, great price"
0,"I am very pleased with this item. It is fits comfortably, holds my CD player snugly and has room for my ID, keys, extra batteries  and CD's"
0,"(Note to Brian: The WAP54G *can* be configured as a bridge. I have two of them in just such a configuration. Took me about 10 minutes to set them up.)  Major modes of operation are:  1. Wireless Access Point (its default set-up) 2. Wireless Client (connect a wired ethernet device via cable to the WAP54G and you now have a wireless ethernet device) 3. Wireless Repeater (extend range of wireless coverage) 4. Wireless Bridge (connect two ethernet networks without running a cable between them -- acts as one end of a ""virtual"" cable; you need two to get the job done)  A pair of wireless bridges is just what I needed but hesitated to buy the WAP54G because of Brian's comment that this wouldn't work. Because of my newness to the wireless world it took a bit of investigation to come to the conclusion that Brian was wrong. I bought a pair and they do work.  I rate it 4 instead of 5 stars for a few reasons.  1. I understand that higher-end, more expensive, equipment can be had with more range than this box. Gotta leave some room to rate more powerful equipment! 2. One must dig very deeply into the users guide (a PDF on the CD) to find the default IP address in order to configure this device. Luckily I had read elsewhere what that IP address is (192.168.1.245). Other manufacturers make this info readily available, even going so far as printing it on the device itself. This will be critical info to any Linux user. Also, the users guide says that the default userid for logging in is ""admin"". Well, it's not. The only allowed userid is an empty field. This had me going for a few minutes. 3. Something that 99% of the world won't care about -- I like to have more access to the firmware. For example other Linksys products allow one to telnet to the box and do low-level analysis of the box and the network it's attached to. I think there are third-party firmware loads that enable this"
0,"This card is the 2 GB Ultimate 120X  It has a tested write speed 120 times 150kb/sec which exceeds 18 mb per second.  Frequently card manufacturers advertise their read speed, which is always much faster. Analyze your file size for pictures you take and the speed in mb/sec will tell you how many of those pictures you can store in one second.  That impacts time between pictures. For cameras, write speed is the most important, but the speed rating of the card doesn't necessarily tell you its write speed.  For music players and other devices, read speed may be more important.  So you might choose a different card depending on whether you intend to use it to play music or take pictures.  I'm currently shopping for SD cards for a camera with the capability to shoot 3 pictures per second with large file sizes.  In order not to slow the camera down, I need a fast card.  I have done some research and realized that the reviews here aren't necessarily even related to this particular card, but are for all different sizes and speeds of Kingston cards. Kingston has been in the memory business for a long time and they are conservative in their ratings.  This card is #1 on my list right now because of its tested write speed"
0,"I bought this memory card for my camera sd500.  At first, I was very dispointed when I only see 1gb on my laptop.  After googled around, I realized I need to update my laptop sd reader driver to recognized sd card that is over 1gb.  I'm able to see full 2gb after driver update.  Just make sure you update your device/laptop firmware/driver first"
0,"Same as everybody else, I ordered mine a couple of days back and it hasn't shipped...I want it!!!!!"
0,"Cool! I can expand my-single-USB-port-laptop more flexible. From single peripheral to be quadruplet. I can plug Flashdisk, mouse, external and digital camera in same time. Worth money for usefull gadget"
0,"I first saw these speakers at the Apple store, and i really liked the sound and the look.  I went on amazon and found a better price and i couldnt be happier with them.  As long as you have a decent soundcard, these speakers really are great.  i have had no problem with them at all, they look really cool, they're loud, they're small, the woofer gives you a lot of bass (which you can turn down), and the sound from the speakers is clear.  buy these"
0,What else do you need to know? You plug in your PCs and a cable to your router - and go. I used a Netgear hub for years. Replaced it with this Linksys switch and my network speed improved immediately
0,"It's speedy and space saving and inexpensive. I bought this to replace my Belkin because the Belkin needed to be plugged in. This one is powered by your computer so there's no extra power cords, which is a big plus to me.   The only thing I dislike about this is the fact that the Hub takes up two Usb ports instead of just one like the Belkin."
0,"You will appreciate this product only if you don't have enough USB ports. In my case, I had plenty of ports, but needed an extension cable, which would help me in plugging the flash drives, whithout bending down and plunging into the cave of wires(I keep my CPU, under the table).The only complaint I have is the the wire lenght is not long enough. Overall good value for price"
0,The mouse is perfect for games. I use it to play ET and is great. The software provided by Logitech is configurable in all ways
0,"I wanted a non-iPod digital music player, and found this to be a terrific option.  It plays a number of different formats, and includes a lanyard, which is nice when commuting on the train, or for plane travel.  I have only used alkaline batteries so far, and have had excellent battery life.  The menu takes an hour or 2 of playing with to learn, but once you get familiar with the buttons and menu, it's pretty easy.  I have also enjoyed the built in FM tuner, and have not any trouble with reception, even on a moving commuter train.  The sound quality is very good.  I've been using 128 bitrate MP3 songs so far.  The software for transferring music is pretty easy to use, although I did have a little trouble getting the player to be recognized as connected, which seemed to be some kind of order of connections issue.  The included earbuds aren't the most comfortable, especially since I already lost the foam padding, but I will probably get a better pair anyway.  They do sound good though.  Also, the included cases are pretty cheesy and I didn't even bother with them.  A little hint:  One thing I did not like was that because of the location of the on button, the unit can fairly easily be turned on when you have it stored in a bag or pocket.  To combat this, simply turn the Hold on.  The unit won't turn on accidentally when it's on"
0,"I've had this device for two years.  Just today I sent it through the wash cycle of my laundry (not on purpose).  The thing still works!! I will not, however, try sending it into the dryer though beause I'm pretty sure that would fry this thing"
0,"I,ve seen complaints about the ac adapter you ""must"" plug in. Hey guys, try it without an outside energy source, I just hope I,m not gonna fry something but it seems to work fine just plugged into a powered USB port. I have a VERY high end system though with wattage to sprare, but no more PCI slots, Damn 7900 512 gtx graphics cards, why do 2 of em have to take up so much room. Oh well, trade offs are a bi---, but a reality and 7 extra USB slots are awfully nice"
0,"I was about to retire an old standalone DVD recorder, because it would no longer let me create menus or finalize discs.  I bought this lens cleaner and -- voila! -- the recorder is working again.  Super easy to use (it's simply a DVD that you insert into your machine, and the menus tell you what to do).  Highly recommended"
0,"Just a note to those who've been having trouble opening these cases, without breaking them. If you use an emory board to slightly sand the top knob which is holding the case together, you'll be able to open and close it ok. Don't sand too much, and just do the top knob, or it won't hold together. I like the fact that these cases are clear and fairly inexpensive, so I wanted to make them work. Hope it works for you"
0,The CF card works fine but it's response is kind of slow compaired to the 32MB CF card came with my Canon Powershot A95. I got this card 3 weeks ago and so far their hasn't been any problems.
0,"I do all my burning on a standard Windows Media player, and it's almost entirely data and music, no video. For my purposes, these CD's sound great. In some cases, it actually seems like the discs have enhanced the sound spectrum somewhat. That may be a trick my ears are playing on me but, nevertheless, I'm a big fan of the Memorex. And they're a steal if you catch the sale price. Recommended"
0,"When I buy flash memory, I consider price, speed, manufacturer and vendor. I got this particular memory stick for a SonyEricsson w810i phone. I paid extra to get it from Amazon (no they don't always have the best price). This way I am confident that I can return it if I got the wrong one or have a problem with it.  The card works fine in my phone, and since I have a USB cable that hooks up to the phone, I don't have to be concerned about removing the card to use a card reader. I have not yet experienced any problems with Sandisk memory products.  I am told that the Sandisk sticks are faster than Sony's, but I have no way to confirm this, nor do I know if my phone (mp3 player, camera) is able to take advantage of faster speeds. The longest process is transferring music to the phone, and I wasn't in a hurry anyway.  This stick comes with an adapter to use with the older memory stick format, so I can use the 128mb stick that I replaced in my Sony Camcorder (which had a 4mb stick in it. No, it's not a typo. It's actually a 4 megabyte memory stick)"
0,"These earphones are incredible! They are comprised of excellent bass and treble. You experience everything much nicely. These earphones compared to the iPod headphones are excellent unlike those raggety things. I bought these from ebay for $8 and for that amount of price, you can't regret buying these sensational earphones"
0,"Just my two cents, I bought these from the sony store for $15 bucks two years ago, they've lasted me this long for light office use, so at $7/year, this seems to be a good budget earphones.  I'm not an audiophile, so I don't need expensive earphones.  However they did eventually die on me where the cable connects to the jack, the wires got loose and the sound just stopped.  Moral of the story: don't twist or touch the wires/cable.  Pros:  lightweight, budget-oriented, comfortable fit for my ears Cons:  eventually broke, cheap earphone covers will get lost easil"
0,"Muy pero muy bueno, es mejor todavia que el primer dvd que salio de esta gira"
0,"Just some specs missing from amazon's description:  USB 2.0 CompactFlash Reader  Small and travels with ease LED status indicator indicates when files are being transferred  Data transfer speeds up to 480Mb/s  Backward compatible with USB 1.1  Ships with removable USB 2.0 cable   Features   Designed for large data transfers, like images, music and video  Data transfer 5 to 6 times faster than using USB 1.1  Portable - weighs only 1.5 ounces  Protective cover case keeps reader pins away from external hazards  Compatible with Windows 2000/ME/XP and Mac OS X and 9.1  No drivers required with most current operating systems  2-year Limited Warranty"
0,"If you snap shots in burst mode, or if you want to take pictures at sporting events, fast cards like those are the way to go. Almost no lag, large capacity, lifetime warranty, no complaints"
0,I purchased several of these cards .... they work great and as advertised. The D200 has a memory buffer ... but these are still FAST cards!  I have used them in the D70 as well.
0,"Sandisk, leader in this kind of technology products sure do not come short with this one. It works excellent on my phone Samsung t609.I would have bought a 1GB but the phone manufacturer do not recomend it, so bear that in mind. For pictures the resolution at close range and bright light is just excellent. For music as an MP3, lots of memory and room to fill as well as for video. Data and in general is terrific...just like I said Sandisk leads the competition and also seems to be the the standard card for just about any product that requires this kind of card. I will most definitely and undoubtely will not accept substitutions. Only Sandisk is extremely reliable. Personal experiences with these products proof it repeatledly."
0,I use the memory card in my Samsung d807 phone.  Works perfecty
0,"For the Price, I doubt you could do better.  True, there are higer-end devices out there that will improve your picture to the pinnacle of performance, but if all you're after is a significant improvement in the quality of EVERY channel and DVD you watch, you can't beat the ADS for it's price. The biggest flaw is the device's inability to deal with program material that has excessive light or white backgrounds, where the device either creates artifacts or attempts to correct resolution causing my Philips Plasma set to black-out for moments.  This aside, I'm very happy with the ADS, especially it's under $300 price.  One day maybe I'll upgrade to a unit by DVDO, but not until they come don to the sub-$500 range"
0,"The one in our bedroom wouldn't always work, couldn't hear the kids calling.  I was unplugging my laptop charger at the same time someone was calling and discovered the charger was filtering the voice.  Both my Dell charger and Thinkpad charger had the same effect, even without the laptop plugged into the charger.  If your having problems, I would start with unplugging other things first.  Overall, these have been a Godsend, wife no longer has to scream at the kids across the entire house.  Used to drive me crazy"
0,"This is a nice product,i buught it beacause i needed to play DVDs from foreign country and my fancy ""sony"" dvd vcr player can't read them but this little thing can,it reads all the standards i'm glad i've got it."
0,I was burned by another company with I bought their product and they didn't offer a replacement plan.  The item died and no one can repair it
0,"Great price for a 128MB jump drive, works perfectt for my daughters college work, such a good price I bought"
0,"I used to buy Energizers and Duracells at $3-4 a pop for four batteries.  Now I buy generic Alkalines at Costco.  Cost: $8 for 10 four packs.  It's like having a battery store in the kitchen drawer.  According to a recent coprehensive story in Consumer Reports, there is only a little difference between name brand and generic alkaline batteries"
0,"You will appreciate this product only if you don't have enough USB ports. In my case, I had plenty of ports, but needed an extension cable, which would help me in plugging the flash drives, whithout bending down and plunging into the cave of wires(I keep my CPU, under the table).The only complaint I have is the the wire lenght is not long enough. Overall good value for price"
0,"I bought this model in order to be rid of my almost-new Sony MHCEC70 with its faulty ergonomics and detestable tuner.  Having once owned an earlier PM-series model, this new Panasonic was the obvious choice and it does not disappoint.  Like its predecessor, the PM53 is a nice, powerful compact stereo with (for the money) ridiculously nice audio quality and a good tuner, especially on the FM band.  It can easily be turned up load enough to cause hearing damage and annoy neighbors in adjacent houses.  The remote covers every function and is easy enough to figure out without consulting the manual.    Right now, this is the budget stereo of choice for the discerning.  Sony's competing models are cheesy-looking (hog attention on store shelves,) bigger (i.e., take more materials/cost more to ship,) and consequently suffer certain cost-cutting measures like the aforementioned crappy tuner and simplified (and of course, proprietary) antenna connector.  It's like choosing between the Pontiac and the Toyota.  The Sony is for the unwashed rubes who want 300 watts of mylar-coated bling.  The Panasonic is for people who want something that makes pleasant sounds and looks like the rest of the furniture."
0,Bag is attractive and very sturdy.  The computer fits securely and is well padded.  I recently used it on a trip and was able to place other carry on items in it and it traveled well
0,"Drive got to me timly, installed per instructions, and works wel"
0,"picture sound all great. the only problem is that you must have an advanced degree in english,engineering,and computer science to set the television up.  without my cable company making a house call setup is impossibl"
0,This mount is nicely designed and well-made; it fit the TV perfectly. Our only criticism is that the screws provided for attaching it to the wall were of poor quality. The heads stripped out right away and it took a trip to the hardware store to get replacements
0,"I read some of the reviews about installation issues and they concerned me initially. But, when it came time to get the printer up and running on my wireless network, there really weren't any issues. Just following the directions (and avoiding the EasySecure option) worked fine. I would highly recommend this printer-the quality of the printing is excellent, the feature/function set is quite high for a moderate price, and it's a great home/office printer that has lots to offer."
0,"Maybe beginning ones were a bad batch? Had mine months now and it works great. Everything it says, it does. No problems  keeping it in the system and did not cause any errors."
0,"The CS70 is an excellent product, easy to setup and use and good battery life"
0,Great memory card for the price.  I would highly recommen
0,This xD memory card works perfectly with my camera Fujifilm Finepix F650. Good buy for the price
0,I bought this because I did not want to mount my Garmin 350 Nuvi to the windshield. This device makes is much easier to switch the unit to different cars. I drove normally and the unit did not slide around on my dashboard. I can also mount the unit on a center console and it works there too. Please note that this is a complete unit for portable mounting and it is much cheaper than buying the sandbag  and mounting arm separately
0,"I have had my Handspring Visor Deluxe for 5...yes, FIVE years (actually longer).  While I take decent care of it, it has taken care of me.  My doctor has one too...exactly like mine and we often talk about how perhaps they should be replaced, but the darn thing is still working great and does everything we need it to.  I finally ordered a new PDA with all the capabilities of my laptop and am passing this one on to someone else who needs it. (I'm not selling it...good karma)    Down to business - the Handspring Visor Deluxe is not the creme de la creme anymore.  But in its day it was.  Great product and if you don't need the bells and whistles (or color display)...go for this.  Totally flawless.  People often complain about the styli of other PDAs.  No complaints here.  Not only is it relatively comfortable, it is stainless tipped with plastic on both ends (doesn't break) and it stays securely in place when you store it in the device.  I literally lost my ORIGINAL stylus just a few days ago.    The display is not as easy to read as the new super crisp glossy screens that are out now, but if you need a basic device with a few bells and whistles that are thrown in for fun (heck, a good deal of the new ones don't have IR)... go for it.  And for the price I just saw it listed for on Amazon ($85) it's a total steal.  Great product"
0,"The item works perfectly if you do not place it near other mechanical devices, i.e. TV, air purifier, elec. clock, etc.  Fortunately it hasn't alerted us yet so that will remain to be experienced.  You have to turn it a number of directions until you get the best reception, then leave it in that  position"
0,"This is the best value you can get. Awesome picture with 10,000:1 Contrast Ratio. My XBOX 360 looks amazing with 1080i resolution. Definitely worth the money. You would not be disappointed with this TV."
